english,english_normalized,domain,primary_tamil,all_alternatives,sources
variation,variation,general,மாறுபாடு,மாறுபாடு,"அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
varname (Variable name),varname (variable name),programming,மாறிலிப் பெயர்,மாறிலிப் பெயர்,மணவை முஸ்தபா
VAX,vax,general,வாக்ஸ்,வாக்ஸ்,மணவை முஸ்தபா
VBX,vbx,general,விபிஎக்ஸ்,விபிஎக்ஸ்,மணவை முஸ்தபா
VCACHE,vcache,hardware,விகேஷ்,விகேஷ்,மணவை முஸ்தபா
VCOMM,vcomm,general,விகாம்,விகாம்,மணவை முஸ்தபா
VDE,vde,general,விடிஈ,விடிஈ,மணவை முஸ்தபா
VDI,vdi,general,விடிஐ,விடிஐ,மணவை முஸ்தபா
VDL,vdl,general,விடிஎல் (வியன்னா வரையறை மொழி),விடிஎல் (வியன்னா வரையறை மொழி),மணவை முஸ்தபா
VDT,vdt,general,Video Display Terminal -என்பதன் குறுக்கம்: ஒளி,"Video Display Terminal -என்பதன் குறுக்கம்: ஒளி,வி. டி. டீ","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
VDU,vdu,general,Video Display Unit -என்பதன் குறுக்கம்: ஒளித்தோ,Video Display Unit -என்பதன் குறுக்கம்: ஒளித்தோ,அண்ணா பல்கலைக்கழகம்
vector,vector,general,நெறியம்,"நெறியம்,ஏவரை ; நெறியம் ; ஒரு அளவுச் சரம்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
Vector Database,vector database,database,திசையன் தரவுத்தளம்,"திசையன் தரவுத்தளம்,திசையன் தரவு மையம்",காங்கேயன் பசுபதி
vector display,vector display,general,நெறியக் காட்சி,"நெறியக் காட்சி,நெறியக் காட்சி; ஏவரைக் காட்சி","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
Vector Embeddings,vector embeddings,ai,திசையன் உட்பொதிவுகள்,"திசையன் உட்பொதிவுகள்,எண்வழி உட்பொதிவுகள்",காங்கேயன் பசுபதி
vector graphics,vector graphics,general,நெறிய வரைகலை,நெறிய வரைகலை,மணவை முஸ்தபா
vector pair,vector pair,general,நெறிய ணைகள்,"நெறிய ணைகள்,நெறிய இணை ; ஏவரை இணை","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
vector processing,vector processing,general,சரச் செயலகம்,சரச் செயலகம்,மணவை முஸ்தபா
vector processor,vector processor,hardware,நெறியச் செயலகம்,நெறியச் செயலகம்,மணவை முஸ்தபா
Vector Search,vector search,general,திசையன் தேடல்,"திசையன் தேடல்,பொருள்சார் தேடல்",காங்கேயன் பசுபதி
vectra,vectra,general,வெக்ட்ரா,வெக்ட்ரா,மணவை முஸ்தபா
vendee,vendee,general,வாங்குபவர்,"வாங்குபவர்,வாங்குநர்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
vendor,vendor,general,விற்பவர்,"விற்பவர்,விற்குநர்","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
vendor code,vendor code,programming,விற்குநர் குறியீட்டெண்; வணிகர் குறியீட்டெண்,விற்குநர் குறியீட்டெண்; வணிகர் குறியீட்டெண்,மணவை முஸ்தபா
